,belongs_to_collection,budget,homepage,runtime,tagline,release_month,genres_Action,genres_Comedy,genres_Documentary,genres_Drama,genres_Horror,production_countries_IN,production_countries_US,spoken_languages_en
29353,0,0.0,0,86.0,1,11,0,1,0,0,0,0,1,1
40194,0,0.0,1,89.0,0,5,0,0,0,1,0,0,0,1
37875,0,0.0,0,86.0,0,1,0,0,0,1,0,0,0,0
43092,0,20000000.0,1,91.0,1,2,0,1,0,0,0,0,1,1
589,0,2600000.0,0,88.0,1,2,0,0,0,0,0,0,1,1
1335,0,40000000.0,0,124.0,1,12,0,0,0,0,0,0,1,1
1011,0,5000000.0,0,127.0,1,12,0,0,0,0,0,0,1,1
24615,0,16000000.0,1,110.0,1,10,0,0,0,0,0,0,1,1
17092,0,3.0,1,87.0,1,2,0,0,0,1,0,0,0,1
20149,0,3100000.0,1,125.0,0,9,0,0,0,1,0,0,0,0
10280,1,100000000.0,0,106.0,1,6,1,0,0,0,0,0,0,1
17651,0,0.0,0,91.0,1,1,0,0,0,1,0,0,1,0
38872,0,0.0,0,97.0,1,9,0,0,0,1,0,0,0,1
19085,0,25000000.0,1,101.0,0,4,0,0,0,1,0,0,1,1
601,1,0.0,0,89.0,1,3,0,0,0,0,0,0,0,1
35543,0,20000000.0,1,92.0,1,1,0,0,0,0,0,0,1,1
15063,0,12000000.0,1,145.0,1,2,0,0,0,1,0,1,0,1
24574,0,13000000.0,1,102.0,1,10,0,1,0,0,0,0,1,1
38647,0,0.0,0,93.0,0,2,0,1,0,0,0,0,0,0
17415,0,0.0,0,90.0,0,10,0,0,0,1,0,0,0,0
18008,1,220000000.0,1,143.0,1,4,0,0,0,0,0,0,1,1
21168,0,4800000.0,0,90.0,1,5,0,0,0,1,0,0,0,1
15941,0,0.0,1,93.0,1,8,0,0,0,1,0,0,1,1
2425,0,0.0,0,106.0,1,7,0,1,0,0,0,0,1,1
20361,0,0.0,0,88.0,1,8,0,0,0,0,0,0,1,1
4481,1,0.0,0,101.0,1,1,1,0,0,0,0,0,1,1
10428,0,0.0,0,96.0,0,1,0,1,0,0,0,0,1,1
3092,0,0.0,0,91.0,0,12,0,0,1,0,0,0,1,1
37014,0,0.0,0,109.0,1,1,0,0,0,0,0,0,0,0
9064,0,0.0,0,103.0,1,10,0,1,0,0,0,0,1,1
45985,1,0.0,0,25.0,0,12,0,0,0,0,0,0,1,1
7418,0,0.0,0,105.0,1,10,0,0,0,0,0,0,0,0
17842,1,17000000.0,1,106.0,1,8,0,0,0,0,1,0,0,1
3325,0,16000000.0,0,130.0,1,5,0,0,0,1,0,0,1,1
4856,1,9000000.0,0,96.0,1,12,1,0,0,0,0,0,1,1
44684,0,0.0,0,86.0,0,4,0,0,0,0,0,0,0,1
5955,0,0.0,0,90.0,0,10,0,1,0,0,0,0,1,1
349,0,0.0,0,128.0,1,12,0,0,0,1,0,0,1,1
46122,1,0.0,0,93.0,0,11,0,1,0,0,0,0,0,0
32335,0,23000.0,0,75.0,1,3,0,1,0,0,0,0,1,1
22161,0,0.0,0,133.0,0,10,0,0,0,1,0,0,0,0
15576,0,0.0,0,90.0,0,9,0,1,0,0,0,0,0,1
13010,0,0.0,0,93.0,0,12,0,0,0,0,0,0,0,1
42326,0,0.0,1,140.0,0,12,1,0,0,0,0,0,0,0
18316,0,0.0,1,88.0,1,10,0,0,0,1,0,0,0,1
278,0,31000000.0,0,112.0,1,12,0,0,0,1,0,0,1,1
7611,0,3000000.0,0,125.0,1,8,0,0,0,1,0,0,1,1
392,1,0.0,0,98.0,1,1,0,0,0,0,1,0,1,1
1630,0,53000000.0,0,94.0,1,11,0,0,0,0,0,0,1,1
45161,1,3000000.0,0,100.0,0,12,0,1,0,0,0,0,0,0
3971,0,0.0,1,104.0,0,9,0,1,0,0,0,0,0,1
7089,0,42000000.0,1,90.0,1,1,0,1,0,0,0,0,1,1
4665,0,0.0,0,99.0,1,12,0,0,0,0,1,0,0,1
23040,0,0.0,1,101.0,0,6,0,0,0,1,0,0,1,1
44551,0,0.0,0,63.0,0,1,0,1,0,0,0,0,1,1
26192,0,13000000.0,1,105.0,1,2,0,0,1,0,0,0,1,1
31920,0,0.0,0,83.0,1,11,0,0,0,0,0,0,1,1
26401,1,0.0,1,72.0,0,7,0,0,0,0,0,0,1,1
18958,0,0.0,0,95.0,0,7,1,0,0,0,0,0,0,0
37818,0,0.0,0,42.0,1,1,0,1,0,0,0,0,1,1
1446,0,45000000.0,0,86.0,1,3,0,1,0,0,0,0,1,1
44752,0,0.0,0,55.0,0,7,0,0,0,0,0,0,0,1
6554,0,0.0,0,126.0,0,1,0,0,0,0,1,0,1,1
37105,0,0.0,1,73.0,0,4,0,0,1,0,0,0,1,1
11526,0,250000.0,0,88.0,1,5,0,0,0,0,0,0,1,1
20513,0,0.0,0,83.0,1,1,0,0,0,0,0,0,1,1
7078,0,79000000.0,0,154.0,1,12,0,0,0,1,0,0,1,1
25056,0,0.0,0,102.0,1,10,0,0,0,1,0,0,0,1
23551,1,0.0,1,65.0,0,7,0,0,0,0,0,0,0,0
4144,1,16000000.0,1,93.0,1,7,0,0,0,0,0,0,0,1
4497,0,0.0,0,113.0,1,4,0,1,0,0,0,0,1,1
30725,0,0.0,0,80.0,0,5,0,1,0,0,0,0,0,0
12063,0,0.0,0,88.0,1,8,1,0,0,0,0,0,1,1
17256,0,0.0,1,90.0,1,11,0,0,0,0,1,0,0,0
25229,1,0.0,0,81.0,0,10,0,0,0,0,1,0,1,1
11959,0,0.0,1,101.0,0,10,0,1,0,0,0,0,0,0
1344,1,27000000.0,0,113.0,1,12,0,0,0,0,0,0,1,1
4,1,0.0,0,106.0,1,2,0,1,0,0,0,0,1,1
3978,0,0.0,0,117.0,1,8,0,1,0,0,0,0,0,0
13957,0,0.0,0,84.0,1,6,0,0,0,1,0,0,1,1
2435,0,9000000.0,0,119.0,1,6,0,0,0,0,0,0,1,1
7114,0,15000000.0,0,81.0,1,9,0,0,0,0,0,0,1,1
42846,0,38000000.0,0,111.0,1,12,0,1,0,0,0,0,1,1
19584,0,30000000.0,1,118.0,1,9,1,0,0,0,0,0,0,1
26630,0,0.0,1,84.0,1,2,0,1,0,0,0,0,1,1
38704,0,440141.0,0,160.0,0,9,0,0,0,1,0,1,0,0
18395,0,25000000.0,0,81.0,1,12,0,1,0,0,0,0,1,1
38925,0,3000000.0,1,94.0,1,5,0,1,0,0,0,0,0,1
1024,0,3000000.0,0,75.0,1,7,0,0,0,0,0,0,1,1
29558,0,0.0,0,90.0,1,9,0,0,0,1,0,0,1,1
30904,0,0.0,1,87.0,0,3,0,0,1,0,0,0,1,0
13716,0,0.0,0,95.0,0,2,0,0,1,0,0,0,0,0
27531,0,0.0,0,103.0,1,10,1,0,0,0,0,0,0,1
40412,0,0.0,0,137.0,0,2,0,0,1,0,0,0,1,1
19859,0,102000000.0,1,172.0,1,10,0,0,0,1,0,0,0,1
20214,0,0.0,1,74.0,0,10,0,0,1,0,0,0,1,1
11899,0,22000000.0,1,115.0,1,7,0,0,0,0,0,0,0,0
18162,0,0.0,1,101.0,1,10,0,0,0,1,0,0,1,1
38148,0,2300000.0,1,155.0,1,7,0,0,0,1,0,1,0,0
12552,0,85000000.0,0,88.0,1,3,0,0,0,0,0,0,1,1
22335,0,0.0,0,100.0,0,9,0,0,0,0,0,0,0,0
18038,0,8000000.0,1,100.0,1,9,0,1,0,0,0,0,1,1
7948,0,0.0,0,88.0,1,1,1,0,0,0,0,0,0,1
37850,0,0.0,0,90.0,0,5,0,0,0,1,0,0,0,0
17261,0,0.0,0,143.0,0,1,0,0,0,1,0,0,0,0
3417,0,24000000.0,1,107.0,1,4,1,0,0,0,0,0,1,1
21170,0,0.0,1,88.0,0,12,0,0,1,0,0,0,0,0
28298,0,0.0,0,120.0,1,3,0,0,0,1,0,0,1,1
471,0,0.0,0,110.0,1,4,0,1,0,0,0,0,1,1
36824,0,0.0,0,99.0,0,8,0,0,0,0,0,0,0,0
4003,0,0.0,0,90.0,1,11,0,1,0,0,0,0,1,1
46177,0,60000000.0,1,95.0,1,8,1,0,0,0,0,0,0,1
11292,0,0.0,0,97.0,1,8,0,1,0,0,0,0,1,1
15240,0,0.0,0,85.0,0,4,0,0,0,1,0,0,0,0
18540,0,0.0,0,80.0,0,10,0,0,1,0,0,0,1,1
1710,0,1000000.0,0,103.0,1,7,0,0,0,0,0,0,0,1
1239,0,15000000.0,0,183.0,1,12,0,0,0,1,0,0,0,1
2458,0,13000000.0,0,115.0,1,9,0,0,0,1,0,0,0,1
9048,0,4000000.0,0,94.0,1,3,0,0,0,1,0,0,1,1
386,0,7000000.0,0,119.0,1,9,0,0,0,0,0,0,1,1
26498,1,0.0,0,94.0,0,9,0,0,0,0,0,0,0,0
35945,0,0.0,0,116.0,0,8,0,0,0,0,0,0,0,0
38728,0,0.0,0,103.0,1,6,0,0,0,1,0,0,1,1
24443,0,58800000.0,1,133.0,1,12,0,0,0,0,0,0,1,1
1315,1,6000000.0,0,99.0,1,10,0,0,0,1,0,0,1,1
31250,0,0.0,0,100.0,1,3,0,0,0,0,0,0,1,1
11012,0,0.0,0,102.0,0,10,0,0,0,1,0,0,0,0
21546,0,0.0,0,90.0,0,6,0,0,1,0,0,0,1,1
6565,0,777000.0,1,86.0,1,3,0,0,0,1,0,0,1,1
35557,0,0.0,0,82.0,0,10,0,0,1,0,0,0,0,0
5080,0,14000000.0,0,95.0,1,3,1,0,0,0,0,0,1,1
22953,0,0.0,0,0.0,0,2,0,0,0,1,0,0,0,0
5416,0,72000000.0,0,106.0,1,8,0,0,0,1,0,0,1,1
19014,0,2000000.0,0,85.0,1,1,0,0,0,0,1,0,0,1
42041,1,0.0,1,89.0,1,10,0,0,0,0,0,0,0,0
18528,0,1000000.0,1,83.0,1,1,0,0,0,0,0,0,1,1
36507,0,0.0,1,117.0,1,1,0,0,0,0,0,0,0,1
4078,0,0.0,0,105.0,1,9,0,0,0,0,0,0,0,1
39779,0,0.0,0,95.0,0,11,0,0,0,1,0,0,0,0
7239,0,4800000.0,1,121.0,1,2,0,1,0,0,0,0,0,0
28883,0,0.0,1,95.0,1,3,0,0,0,1,0,0,1,0
11921,0,50000000.0,1,117.0,1,7,0,0,0,0,0,0,0,1
10528,0,0.0,0,101.0,1,5,0,0,0,0,0,0,1,1
16095,0,0.0,0,105.0,1,8,0,1,0,0,0,0,0,1
45328,0,0.0,0,10.0,0,6,0,0,0,0,0,0,0,1
37269,0,0.0,1,80.0,0,11,0,0,1,0,0,0,1,1
25742,0,0.0,1,80.0,0,4,0,0,1,0,0,0,1,0
7998,0,0.0,0,111.0,1,3,0,0,0,0,0,0,1,1
22913,0,70000000.0,1,118.0,1,1,0,0,0,0,0,0,0,1
46278,0,0.0,0,7.0,0,1,0,0,1,0,0,0,0,0
6662,0,0.0,0,89.0,0,1,0,0,0,0,1,0,1,1
6011,0,0.0,0,90.0,1,7,1,0,0,0,0,0,1,1
4474,1,0.0,0,95.0,1,6,0,0,0,0,1,0,1,1
15914,1,30000000.0,1,107.0,1,8,0,0,0,1,0,0,1,1
6641,1,0.0,0,134.0,1,8,1,0,0,0,0,0,0,0
37092,0,0.0,0,97.0,1,11,0,0,0,1,0,0,1,1
13478,1,0.0,0,128.0,0,8,0,0,0,0,0,0,0,0
4657,0,0.0,0,91.0,1,12,0,1,0,0,0,0,1,1
16531,0,112000000.0,0,85.0,1,12,0,1,0,0,0,0,1,1
227,1,16000000.0,0,107.0,1,12,0,1,0,0,0,0,1,1
19568,0,0.0,0,92.0,0,1,0,0,0,0,0,0,0,0
19881,0,0.0,0,98.0,0,9,0,0,1,0,0,0,0,1
28451,0,0.0,0,95.0,1,12,0,0,0,1,0,0,0,0
4771,0,0.0,0,105.0,1,5,0,1,0,0,0,0,0,1
5208,0,11000000.0,0,100.0,1,11,0,0,0,1,0,0,0,1
6938,0,17010000.0,0,96.0,1,8,0,1,0,0,0,0,1,1
43474,0,100000.0,1,92.0,1,7,0,0,0,1,0,0,1,1
29634,0,0.0,0,100.0,0,3,0,0,0,1,0,0,0,1
10995,0,500000.0,0,80.0,0,3,0,0,0,0,1,0,0,1
5838,0,0.0,0,55.0,0,10,0,0,1,0,0,0,1,1
36804,0,0.0,0,60.0,0,1,0,0,1,0,0,0,1,1
548,0,25000000.0,0,130.0,1,12,1,0,0,0,0,0,1,1
29477,0,0.0,0,87.0,0,11,0,0,0,0,0,0,0,1
7450,0,0.0,0,115.0,1,6,0,1,0,0,0,0,0,1
2313,1,10000000.0,0,106.0,1,3,1,0,0,0,0,0,0,0
45537,0,0.0,0,94.0,1,2,0,0,0,0,0,0,1,1
25740,1,127000000.0,0,97.0,1,12,0,0,0,0,0,0,0,1
13755,0,0.0,0,99.0,0,10,1,0,0,0,0,0,0,1
36089,0,0.0,0,110.0,0,12,0,0,0,1,0,0,0,0
6564,0,0.0,0,98.0,0,8,0,0,0,1,0,0,0,0
40266,0,0.0,0,70.0,0,9,0,0,0,0,0,0,1,1
39301,0,0.0,0,88.0,1,1,0,0,0,0,1,0,1,1
34978,0,0.0,0,92.0,1,6,1,0,0,0,0,0,0,1
46007,0,0.0,0,98.0,0,7,0,1,0,0,0,0,0,0
12100,0,0.0,0,112.0,1,12,0,0,0,0,0,0,1,1
33114,0,0.0,1,85.0,1,5,1,0,0,0,0,0,0,0
582,1,100000000.0,0,137.0,1,7,1,0,0,0,0,0,0,1
22446,0,0.0,0,94.0,0,2,0,1,0,0,0,0,1,1
1473,0,36000000.0,0,95.0,1,5,0,0,0,1,0,0,1,1
3358,0,4000000.0,0,108.0,1,12,0,1,0,0,0,0,1,1
3444,0,0.0,0,108.0,1,3,0,0,1,0,0,0,0,1
33686,0,0.0,1,86.0,0,9,0,0,0,1,0,0,0,1
23733,0,0.0,0,120.0,1,1,0,0,0,1,0,0,0,1
1665,0,60000000.0,0,170.0,0,5,0,0,0,1,0,0,1,1
45446,0,0.0,1,73.0,0,6,0,0,0,1,0,0,0,0
40729,0,0.0,1,45.0,1,4,0,0,1,0,0,0,0,1
33383,0,3000000.0,0,169.0,0,11,0,0,0,1,0,1,0,0
21193,0,0.0,0,86.0,0,5,0,1,0,0,0,0,0,1
6511,0,0.0,0,119.0,1,10,0,0,0,1,0,0,0,1
36209,0,0.0,0,81.0,0,1,0,0,0,0,1,0,1,1
14997,0,80000000.0,1,138.0,1,2,0,0,0,1,0,0,1,1
20646,1,0.0,0,90.0,0,12,0,0,0,0,0,0,0,1
12658,0,0.0,0,92.0,0,7,1,0,0,0,0,0,0,0
8708,0,0.0,0,96.0,1,5,0,0,0,0,0,0,1,0
2220,0,5000000.0,0,124.0,1,10,0,0,0,1,0,0,0,1
19609,0,0.0,1,111.0,1,9,0,0,0,1,0,0,1,1
4501,1,0.0,0,95.0,1,9,0,0,0,1,0,0,1,1
39793,0,0.0,0,103.0,1,11,0,0,0,0,1,0,0,0
15739,0,0.0,1,73.0,0,1,0,0,0,0,1,0,0,0
3634,1,4000000.0,0,100.0,1,7,0,0,0,0,0,0,1,1
23812,1,210000000.0,1,165.0,1,6,0,0,0,0,0,0,1,1
5389,0,0.0,0,127.0,1,2,0,0,0,1,0,0,0,1
2498,0,0.0,0,0.0,1,4,0,0,1,0,0,0,1,1
41634,0,0.0,0,76.0,0,9,0,0,0,1,0,0,0,0
2882,0,0.0,0,123.0,1,12,0,0,0,1,0,0,1,1
3265,0,0.0,0,0.0,0,3,0,0,1,0,0,0,1,1
14606,0,0.0,1,111.0,1,9,0,1,0,0,0,0,0,0
39285,0,0.0,1,121.0,1,10,0,0,1,0,0,0,0,1
29791,0,0.0,0,79.0,0,1,0,0,0,0,0,0,0,0
15796,0,0.0,1,108.0,0,5,0,0,0,0,0,0,0,0
44701,0,0.0,0,89.0,1,1,0,0,0,0,1,0,1,1
22076,0,20000000.0,0,134.0,1,10,0,0,0,1,0,0,1,1
12998,0,2000000.0,1,90.0,0,6,0,0,0,1,0,0,0,0
33038,0,0.0,1,87.0,1,9,0,0,1,0,0,0,0,1
12506,0,15000000.0,1,85.0,1,5,0,0,0,0,0,0,1,1
22653,0,2300000.0,0,107.0,1,7,0,1,0,0,0,0,0,0
20930,0,0.0,0,98.0,0,9,0,1,0,0,0,0,0,1
31919,0,0.0,0,78.0,1,10,0,0,0,0,0,0,1,1
29529,0,0.0,0,104.0,0,4,1,0,0,0,0,0,1,1
23776,0,0.0,0,105.0,1,5,0,0,0,0,0,0,1,1
19329,1,95000000.0,1,88.0,1,6,0,0,0,0,0,0,1,1
43349,1,0.0,1,58.0,0,5,0,0,1,0,0,0,1,1
3082,0,0.0,0,100.0,1,10,0,0,0,0,0,0,0,1
7365,0,0.0,0,118.0,1,3,0,0,0,1,0,0,1,1
21523,0,0.0,1,139.0,0,11,0,0,1,0,0,0,1,1
7226,0,8500000.0,0,106.0,1,6,1,0,0,0,0,0,1,1
376,0,0.0,0,126.0,1,4,0,0,0,1,0,0,1,1
14403,0,18500000.0,1,100.0,1,9,0,1,0,0,0,0,1,1
2382,0,0.0,0,110.0,1,11,0,0,0,0,0,0,1,1
7003,0,0.0,0,96.0,1,10,0,0,0,1,0,0,0,1
14133,1,175000000.0,1,118.0,1,8,0,0,0,0,0,0,0,1
41301,0,0.0,0,102.0,0,3,0,0,0,1,0,0,0,0
46572,0,0.0,0,70.0,0,5,0,0,0,1,0,0,0,0
45129,0,0.0,1,83.0,1,6,0,1,0,0,0,0,1,1
5615,0,3500000.0,0,97.0,1,10,0,0,0,0,1,0,0,1
497,1,12000000.0,0,107.0,1,7,0,0,0,0,0,0,1,1
25064,0,0.0,0,133.0,0,11,0,0,0,0,0,0,0,0
46141,0,0.0,0,0.0,0,5,0,1,0,0,0,0,1,1
14705,0,58000000.0,0,103.0,1,12,0,1,0,0,0,0,1,1
14002,0,0.0,1,101.0,1,5,0,0,0,1,0,0,0,1
23717,0,0.0,0,122.0,1,2,0,0,0,1,0,0,1,1
10808,0,0.0,0,97.0,0,9,0,0,0,1,0,0,0,0
3740,0,4000000.0,0,144.0,1,6,0,0,0,0,0,0,0,1
20196,0,0.0,0,130.0,0,1,0,0,0,1,0,0,0,1
7430,0,0.0,0,90.0,0,10,0,0,0,1,0,0,0,0
4444,0,29000000.0,0,104.0,1,6,1,0,0,0,0,0,1,1
14902,1,0.0,0,93.0,1,4,1,0,0,0,0,0,1,1
9614,0,0.0,0,109.0,0,12,0,1,0,0,0,0,1,1
13000,0,0.0,0,92.0,1,1,0,1,0,0,0,0,1,1
16080,0,625000.0,0,101.0,1,5,0,0,0,0,1,0,1,1
20572,0,0.0,0,100.0,0,2,0,0,0,1,0,0,0,0
43828,0,0.0,0,100.0,1,7,0,0,0,1,0,0,0,0
12276,0,18000000.0,0,117.0,1,9,0,0,0,0,0,0,1,1
29349,0,0.0,0,98.0,1,10,0,0,0,1,0,0,1,1
10112,0,1300000.0,0,115.0,1,6,0,0,0,0,0,0,1,1
44998,0,0.0,0,90.0,0,11,0,1,0,0,0,0,0,0
39558,0,0.0,1,101.0,1,7,0,0,0,0,0,0,1,1
11884,0,0.0,1,68.0,1,3,0,0,1,0,0,0,1,1
37363,1,0.0,0,90.0,0,12,0,1,0,0,0,0,0,1
14575,0,0.0,0,148.0,0,2,0,0,0,1,0,1,0,1
44224,0,25000000.0,0,96.0,0,4,0,0,0,0,0,0,1,1
19084,1,12000000.0,1,122.0,1,4,0,1,0,0,0,0,1,1
35073,0,0.0,0,75.0,0,3,1,0,0,0,0,0,0,1
13011,0,0.0,0,165.0,0,1,1,0,0,0,0,0,1,0
8794,0,0.0,0,112.0,1,4,0,0,0,1,0,0,1,1
33240,0,0.0,0,77.0,0,1,0,0,0,1,0,0,1,1
19553,0,0.0,0,195.0,0,4,0,0,0,0,0,0,0,0
25628,0,0.0,0,93.0,1,10,0,0,0,0,1,0,1,1
371,0,45000000.0,0,111.0,1,9,1,0,0,0,0,0,1,1
30700,0,0.0,0,0.0,1,11,0,0,1,0,0,0,0,1
45314,0,0.0,0,0.0,0,2,0,0,1,0,0,0,1,1
10616,0,0.0,0,105.0,0,9,0,1,0,0,0,0,1,1
26857,0,0.0,0,92.0,1,3,0,1,0,0,0,0,1,1
33325,0,4100000.0,0,136.0,0,4,0,0,0,1,0,1,0,0
12617,0,7000000.0,1,95.0,1,4,0,1,0,0,0,0,1,1
39307,0,0.0,1,123.0,0,9,1,0,0,0,0,0,0,0
44554,0,0.0,0,77.0,0,12,0,1,0,0,0,0,0,0
16495,0,0.0,1,141.0,1,8,0,0,0,0,0,0,0,0
7514,0,0.0,0,75.0,1,1,0,0,0,0,0,0,1,1
20202,0,0.0,0,0.0,0,10,0,1,0,0,0,0,1,1
14587,0,9000000.0,0,128.0,0,3,1,0,0,0,0,0,0,0
646,0,0.0,0,100.0,1,5,1,0,0,0,0,0,1,1
12580,0,0.0,0,92.0,1,3,0,0,0,1,0,0,0,1
11011,0,0.0,0,111.0,0,10,0,0,0,1,0,0,1,0
39507,1,0.0,0,0.0,0,1,0,0,0,1,0,0,0,0
40760,0,0.0,0,90.0,1,5,0,0,0,0,1,0,0,0
6854,0,32000000.0,0,97.0,1,10,0,1,0,0,0,0,1,1
12674,0,4000000.0,1,96.0,1,1,0,1,0,0,0,0,0,1
9188,0,0.0,0,110.0,0,11,1,0,0,0,0,0,1,1
18693,0,0.0,0,98.0,0,1,0,0,0,0,0,0,0,0
14280,1,15000000.0,1,105.0,1,8,0,0,0,0,1,0,1,1
11611,0,900000.0,1,76.0,0,3,0,0,0,1,0,0,1,1
8047,0,0.0,0,107.0,1,1,0,0,0,0,0,0,0,1
9648,0,0.0,0,94.0,0,4,0,1,0,0,0,0,1,1
17186,0,0.0,0,123.0,0,8,0,0,0,1,0,0,0,0
34274,0,0.0,0,100.0,0,4,0,0,0,0,1,0,1,1
31248,0,0.0,0,90.0,1,4,0,0,0,0,1,0,0,1
41690,0,0.0,0,107.0,1,9,0,0,0,0,1,0,0,1
43008,0,0.0,0,92.0,0,8,0,0,0,0,0,0,0,1
19759,1,85000000.0,1,91.0,1,9,0,0,0,0,0,0,1,1
11052,0,50000000.0,0,99.0,1,4,0,1,0,0,0,0,0,1
34939,0,0.0,0,96.0,0,12,0,1,0,0,0,0,0,0
43903,0,0.0,0,62.0,0,8,0,1,0,0,0,0,1,1
5584,1,0.0,1,75.0,0,7,0,0,0,0,0,0,0,0
46351,0,0.0,0,99.0,0,9,0,0,0,1,0,0,0,0
44938,0,0.0,0,73.0,0,9,0,1,0,0,0,0,1,1
25138,0,0.0,0,91.0,0,1,0,1,0,0,0,0,1,0
29430,0,0.0,0,95.0,0,12,0,1,0,0,0,0,0,0
3059,0,0.0,0,91.0,1,12,0,1,0,0,0,0,0,1
44097,0,0.0,0,93.0,0,9,1,0,0,0,0,0,1,1
14912,0,26000000.0,1,100.0,1,1,0,0,0,0,1,0,1,1
6602,1,0.0,0,101.0,0,9,0,0,0,1,0,0,0,0
26207,0,0.0,0,82.0,0,6,0,0,0,1,0,0,1,1
26372,0,0.0,0,81.0,0,6,0,0,1,0,0,0,0,0
15460,0,40000000.0,1,109.0,1,6,0,1,0,0,0,0,1,1
7288,0,0.0,0,110.0,1,3,1,0,0,0,0,0,0,1
2448,1,10500000.0,0,97.0,1,3,0,0,0,1,0,0,1,0
24642,0,750000.0,1,90.0,1,3,0,0,1,0,0,0,0,1
44161,0,0.0,0,108.0,1,4,0,0,0,1,0,0,0,1
10051,0,0.0,0,103.0,0,11,0,1,0,0,0,0,0,1
10210,1,150000000.0,1,140.0,1,6,1,0,0,0,0,0,0,1
46255,0,0.0,0,53.0,1,1,0,0,1,0,0,0,0,0
41391,0,15000000.0,0,120.0,1,7,1,0,0,0,0,0,0,0
31417,0,0.0,1,86.0,1,9,0,0,0,1,0,0,0,1
16235,0,130000000.0,1,95.0,1,10,0,0,0,0,0,0,1,1
8950,1,1800000.0,0,88.0,1,10,0,0,0,0,1,0,0,1
7872,1,360000.0,0,113.0,1,8,1,0,0,0,0,0,1,1
30356,0,35000000.0,0,125.0,1,7,0,1,0,0,0,0,1,1
45285,0,0.0,0,107.0,0,9,1,0,0,0,0,0,0,0
30446,1,0.0,0,85.0,0,1,0,1,0,0,0,0,0,0
6627,1,1500000.0,0,93.0,1,8,0,0,0,0,1,0,1,1
26326,0,0.0,0,114.0,1,8,0,0,0,1,0,0,0,1
16736,0,0.0,0,77.0,1,11,0,0,0,0,0,0,1,1
779,0,0.0,0,90.0,0,1,0,0,0,0,0,0,0,0
12202,0,25000000.0,1,119.0,1,9,0,0,0,1,0,0,1,1
19684,0,0.0,0,97.0,0,1,0,0,0,0,0,0,0,0
16595,0,7200000.0,0,113.0,1,9,0,1,0,0,0,0,0,1
6220,0,13000000.0,1,92.0,1,4,0,0,1,0,0,0,0,1
8469,0,0.0,0,104.0,1,10,0,0,0,0,0,0,1,1
26948,0,0.0,1,120.0,1,3,0,0,0,0,1,0,1,1
19513,0,2000000.0,1,100.0,1,8,1,0,0,0,0,0,1,1
10660,0,0.0,1,70.0,0,2,0,1,0,0,0,0,1,1
38515,0,0.0,0,60.0,1,11,0,0,0,1,0,0,1,1
3603,0,27000000.0,0,101.0,1,11,1,0,0,0,0,0,1,1
5425,0,0.0,0,0.0,0,12,0,0,0,1,0,0,1,1
730,1,0.0,0,83.0,1,11,1,0,0,0,0,0,0,0
16254,0,22000000.0,1,108.0,1,5,0,0,0,1,0,0,1,1
14608,0,0.0,0,98.0,1,2,0,0,0,0,0,0,1,1
17466,1,0.0,1,98.0,1,3,1,0,0,0,0,0,1,1
15055,0,0.0,1,98.0,0,9,0,0,0,0,0,0,0,0
638,1,80000000.0,1,110.0,1,5,0,0,0,0,0,0,1,1
19902,0,0.0,0,86.0,0,1,0,0,1,0,0,0,1,1
40342,0,0.0,0,90.0,1,11,0,1,0,0,0,0,1,1
1451,0,0.0,0,90.0,1,3,1,0,0,0,0,0,1,1
4401,0,6000000.0,0,120.0,1,4,1,0,0,0,0,0,1,1
5227,1,60000000.0,1,92.0,1,4,1,0,0,0,0,0,1,1
42849,0,0.0,0,91.0,1,5,0,1,0,0,0,0,1,1
11826,0,0.0,0,94.0,0,6,0,0,0,1,0,0,1,1
3388,0,30000000.0,0,113.0,1,3,0,1,0,0,0,0,0,0
4926,0,4000000.0,0,111.0,1,11,0,0,0,1,0,0,1,1
4025,1,23000000.0,0,89.0,1,7,0,0,0,0,0,0,1,1
46121,1,0.0,0,90.0,0,9,0,1,0,0,0,0,0,0
21654,0,0.0,0,96.0,0,7,0,0,0,0,0,0,1,1
14601,0,0.0,0,106.0,0,2,0,0,0,1,0,0,0,0
35147,0,0.0,0,90.0,0,7,0,0,0,0,0,0,0,1
46130,0,0.0,0,97.0,1,6,0,1,0,0,0,0,1,0
43450,0,3000000.0,0,105.0,0,7,0,0,0,0,0,0,0,0
39668,0,0.0,0,97.0,0,4,0,0,0,1,0,0,0,0
5016,0,12000000.0,0,93.0,1,2,1,0,0,0,0,0,1,1
2606,0,34200000.0,0,93.0,1,6,0,1,0,0,0,0,1,1
19698,0,947000.0,0,85.0,1,11,0,0,0,0,0,0,1,1
37825,0,0.0,0,88.0,0,7,0,0,0,1,0,0,0,0
12247,0,3800000.0,1,122.0,0,9,0,0,0,1,0,0,0,1
33223,0,0.0,0,120.0,0,9,0,0,0,1,0,0,1,1
6252,0,0.0,0,109.0,0,2,0,0,0,1,0,0,1,1
1956,0,0.0,0,100.0,1,3,0,0,0,1,0,0,1,1
16464,0,8000000.0,1,129.0,0,11,0,1,0,0,0,0,0,1
35168,0,0.0,0,72.0,0,1,0,0,0,1,0,0,0,1
4713,0,0.0,0,124.0,1,12,1,0,0,0,0,0,1,1
16117,0,0.0,0,102.0,0,10,0,0,0,1,0,0,0,0
